"","company","rating","salary","city","state","companysize","industy","statistics","machine learning","r","python","computer science","mathematics","engineering","data mining","economics","java","sas","physics","operations research","spark","clustering","hadoop","matlab","hive","expression","sql","algorithms","finance","scala","applied mathematics","time series","development","math","econometrics","c++","data science","regression","bayesian methods"
"501","Meetup",4.1,"$81k-$122k","New York","NY","51-200","Internet",1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
"502",NA,4.2,"$69k-$106k","Chicago","IL","1-50","IT Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",NA,4,NA,"Dallas","TX","1-50","Staffing & Outsourcing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","KeyW",4,"$106k-$156k","Hanover","MD","1001-5000","Aerospace & Defense",0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"505","Nexosis",5,"$51k-$83k","Columbus","OH","1-50","Enterprise Software & Network Solutions",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1
"506","Kforce",3.2,NA,"Chicago","IL","10000+","Staffing & Outsourcing",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"507","CJ Affiliate",3.2,"$78k-$120k","Santa Barbara","CA","201-500","Advertising & Marketing",1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
"508","Koch Industries, Inc.",3.6,"$93k-$139k","Arlington","VA","10000+","Oil & Gas Exploration & Production",1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"509","Puget Sound Energy",3.4,"$106k-$150k","Bellevue","WA","1001-5000","Utilities",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"510","Citibank",3.4,"$86k-$137k","Long Island City","NY","5001-10000","Investment Banking & Asset Management",1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
"511","SpotX",3.9,"$64k-$93k","Broomfield","CO","201-500","Enterprise Software & Network Solutions",0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0
"512","Coach",3.6,"$111k-$170k","New York","NY","10000+","Other Retail Stores",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"513","Coca-Cola Company",3.5,"$74k-$112k","Atlanta","GA","10000+","Food & Beverage Manufacturing",1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0
"514","CJ Affiliate",3.2,"$78k-$120k","Santa Barbara","CA","201-500","Advertising & Marketing",1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
"515","Apptopia",3,"$68k-$100k","Boston","MA","1-50","Computer Hardware & Software",1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"516","Kronos Incorporated",4.2,"$99k-$140k","Lowell","MA","5001-10000","Computer Hardware & Software",1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0
"517","KPMG US",3.9,"$86k-$130k","Irvine","CA","10000+","Accounting",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0
"518","Barrick Gold",3.9,"$73k-$115k","Henderson","NV","10000+","Mining",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0
"519","NBCUniversal",3.8,"$103k-$160k","New York","NY","10000+","TV Broadcast & Cable Networks",1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0
"520","Symantec",3.6,"$98k-$140k",NA,NA,"10000+","Computer Hardware & Software",1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
"521","Willis Towers Watson",3.3,"$73k-$112k","Philadelphia","PA","10000+","Consulting",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"522","Point72",4.2,"$110k-$168k","New York","NY","1001-5000","Investment Banking & Asset Management",1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0
"523","IBM",3.5,"$79k-$116k","New York","NY","10000+",NA,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"524","Bank of America",3.5,"$111k-$170k","Charlotte","NC","10000+","Banks & Credit Unions",1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"525","Indeed",3.6,"$73k-$107k","Austin","TX","1001-5000","Internet",1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
"526","Sartorius",3.2,"$77k-$117k",NA,NA,"5001-10000","Biotech & Pharmaceuticals",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"527","IBM",3.5,"$78k-$114k","Houston","TX","10000+",NA,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"528","IBM",3.5,"$66k-$97k","Columbus","OH","10000+",NA,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"529","QuintilesIMS",3.4,"$93k-$140k","Plymouth Meeting","PA","10000+","Health Care Services & Hospitals",1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"530","Fino Consulting",4,"$98k-$148k","New York","NY","1-50","IT Services",1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
"531","Coupons.com Incorporated",2.8,"$87k-$124k","Cincinnati","OH","201-500","Department, Clothing, & Shoe Stores",1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0
"532","Cummins Power South",3.8,"$78k-$120k","Columbus","IN","10000+","Transportation Equipment Manufacturing",0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
"533","VideoAmp",4.9,"$95k-$148k","Santa Monica","CA","51-200","Advertising & Marketing",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"534","Novartis",3.6,"$79k-$125k","East Hanover","NJ","10000+","Biotech & Pharmaceuticals",1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0
"535",NA,3.6,"$70k-$110k","New York","NY","51-200","Motion Picture Production & Distribution",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Fourth Technologies",4.3,NA,"Cleveland","OH","51-200","Consulting",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"537",NA,NA,"$82k-$124k","Norwalk","CT","51-200","Enterprise Software & Network Solutions",0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"538","WideOrbit",3.4,"$115k-$162k","Bellevue","WA","501-1000","Computer Hardware & Software",0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"539","ESRI",3.7,"$111k-$155k","Redlands","CA","1001-5000","Computer Hardware & Software",1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0
"540","Altair",4.1,"$71k-$101k","Troy","MI","1001-5000","Computer Hardware & Software",0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"541","GE Renewable Energy",3.7,"$94k-$141k","Schenectady","NY","10000+","Energy",0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0
"542","H2O.ai",2.9,"$86k-$145k","Boston","MA","51-200","Enterprise Software & Network Solutions",0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0
"543","Johnson & Johnson",4,"$76k-$119k","Raritan","NJ","10000+","Biotech & Pharmaceuticals",1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0
"544","Opendoor",4.7,"$138k-$193k","San Francisco","CA","201-500","Real Estate",0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
"545","Kforce",3.2,NA,"Saint Louis","MO","10000+","Staffing & Outsourcing",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"546",NA,NA,"$96k-$147k","Cambridge","MA","51-200",NA,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"547","Amgen",3.7,"$102k-$138k","South San Francisco","CA","10000+","Biotech & Pharmaceuticals",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"548","KPMG",3.9,"$79k-$121k","Washington","DC","10000+","Accounting",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0
"549","Unified",4.4,"$106k-$167k","New York","NY","51-200","Internet",1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
"550","Clarity Insights",3.6,"$101k-$143k",NA,NA,"201-500","IT Services",1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0
"551","Valiantica",3.6,"$92k-$133k","San Jose","CA","1-50","Health, Beauty, & Fitness",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"552","Capco",3.7,"$101k-$152k","New York","NY","1001-5000","Consulting",1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0
"553","Goldman Sachs",3.9,NA,"New York","NY","10000+","Investment Banking & Asset Management",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"554","Deloitte",3.8,"$103k-$155k","Dayton","OH","10000+",NA,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
"555","Aetna",3.3,"$123k-$183k","New York","NY","10000+","Insurance Carriers",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"556","Lorven Technologies, Inc",4,"$67k-$103k","Philadelphia","PA","1-50","Accounting",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"557","Intent Media",4.7,"$129k-$202k","New York","NY","51-200","Internet",1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
"558","Upstart",4.6,"$81k-$124k","San Carlos","CA","51-200","Lending",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"559","Amazon",3.6,"$111k-$159k","Cambridge","MA","10000+",NA,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"560","a2z Development Center",3,"$126k-$184k","Seattle","WA","1-50",NA,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0
"561","Oscar",4,"$89k-$142k","New York","NY","51-200","Staffing & Outsourcing",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"562","Showtime",3.5,"$96k-$151k","New York","NY","501-1000","TV Broadcast & Cable Networks",1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0
"563","Nissan",3.3,"$76k-$112k","San Jose","CA","10000+","Transportation Equipment Manufacturing",1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0
"564","KPMG International",3.9,"$167k-$245k","Santa Clara","CA","10000+","Accounting",1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0
"565","Payette Group",4.6,"$98k-$139k","San Francisco","CA","1-50","Advertising & Marketing",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"566",NA,5,"$86k-$135k","Los Angeles","CA","1-50","Internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Concur Technologies",4,"$110k-$155k","Bellevue","WA","1001-5000","Computer Hardware & Software",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"568","IBM",3.5,"$95k-$136k","San Jose","CA","10000+",NA,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"569",NA,3.1,NA,"Troy","MI","201-500","Accounting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Smith Hanley Associates",4.2,NA,"New York","NY","1-50","Staffing & Outsourcing",0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
"571","Johns Hopkins University Applied Physics Laboratory",4.3,"$81k-$121k","Laurel","MD","5001-10000","Aerospace & Defense",1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
"572",NA,NA,"$91k-$142k","New York","NY","-1-0","Staffing & Outsourcing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","LexisNexis Legal & Professional",3.3,"$81k-$115k","Raleigh","NC","201-500","Consulting",0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"574","Real Capital Analytics",4.2,"$74k-$119k","Cambridge","MA","51-200","Real Estate",1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
"575","CALIBRE",3.7,"$90k-$135k","Alexandria","VA","501-1000","IT Services",0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"576","ProKarma",4,"$119k-$174k","Seattle","WA","1001-5000","IT Services",1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
"577","Amazon.com",3.6,"$112k-$162k","New York","NY","10000+",NA,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"578","Trinity Health",3.1,"$63k-$97k","Livonia","MI","10000+","Health Care Services & Hospitals",1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"579","Obsidian Analysis",2.2,"$126k-$195k","Washington","DC","1-50","Consulting",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"580","Oscar",4,"$89k-$142k","New York","NY","51-200","Staffing & Outsourcing",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"581",NA,3.5,"$98k-$141k","Los Angeles","CA","51-200","Music Production & Distribution",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","American Savings Bank",3.4,"$69k-$107k","Honolulu","HI","1001-5000","Banks & Credit Unions",1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
"583","Fareportal",3.6,"$91k-$138k","New York","NY","1001-5000","Internet",0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
"584",NA,NA,"$89k-$129k","San Francisco","CA","51-200","Lending",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"585","DuPont™ Danisco®",3.2,"$73k-$110k","Johnston","RI","1001-5000",NA,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
"586","Abilto",3.9,"$69k-$112k","New York","NY","51-200","Health Care Services & Hospitals",0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"587","Green Key Resources",4.5,NA,"Bridgewater","NJ","201-500","Staffing & Outsourcing",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"588","Amazon.com",3.6,"$133k-$189k","Cupertino","CA","10000+",NA,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
"589","Orbital Insight",4.9,"$106k-$152k","Mountain View","CA","51-200","Enterprise Software & Network Solutions",1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0
"590","Transdev",3.1,"$60k-$96k","Tempe","AZ","10000+","Transportation Management",1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
"591","NCR",3,"$86k-$123k","Duluth","GA","10000+","Computer Hardware & Software",1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0
"592","HealthJoy",5,"$77k-$130k","Chicago","IL","51-200","Health Care Services & Hospitals",1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"593","PI",4,"$98k-$139k","Berkeley","CA","51-200","Architectural & Engineering Services",0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0
"594","McKinsey",4.4,"$100k-$149k","Chicago","IL","10000+","Consulting",0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"595","OfferUp",3.9,"$113k-$162k","Seattle","WA","201-500","Computer Hardware & Software",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
"596",NA,4.4,NA,"Short Hills","NJ","201-500","Staffing & Outsourcing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","Affirm",4.8,"$103k-$132k","San Francisco","CA","201-500","Lending",0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"598","Nauto",NA,"$94k-$136k","Palo Alto","CA","1-50","Enterprise Software & Network Solutions",1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
"599","Kespry Inc.",4.8,"$101k-$142k","Menlo Park","CA","51-200","Computer Hardware & Software",0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
"600",NA,5,"$86k-$135k","Los Angeles","CA","1-50","Internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","Kayak.com",4.2,"$101k-$145k","Cambridge","MA","501-1000","Travel Agencies",1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"602","LexisNexis Legal & Professional",3.3,"$81k-$115k","Raleigh","NC","201-500","Consulting",0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"603","MDA Information Systems LLC",3.6,"$82k-$123k","Washington","DC","201-500","Aerospace & Defense",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"604","WideOrbit",3.4,"$115k-$162k","Bellevue","WA","501-1000","Computer Hardware & Software",0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"605","Coyote Logistics",3.4,"$79k-$120k","Chicago","IL","1001-5000","Logistics & Supply Chain",0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
"606","Sun Life Financial",3.6,"$64k-$101k","Waterloo","SC","10000+","Insurance Carriers",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0
"607","St. Jude Children's Research Hospital",4.7,"$65k-$98k","Memphis","TN","1001-5000",NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"608","Grindr",4,"$95k-$148k","Los Angeles","CA","51-200","Computer Hardware & Software",1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
"609",NA,3.1,NA,"Troy","MI","201-500","Accounting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Real Capital Analytics",4.2,"$74k-$119k","Cambridge","MA","51-200","Real Estate",1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
"611","Envision",4,"$54k-$83k","Saint Louis","MO","201-500","Health Fundraising Organizations",1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
"612","Zillion Technologies Inc",3.4,"$73k-$112k","Framingham","MA","51-200","Advertising & Marketing",1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
"613","American Girl",3.1,"$92k-$135k","El Segundo","CA","1001-5000","Consumer Products Manufacturing",1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
"614","DISYS",3.7,"$106k-$157k","Quincy","MA","1001-5000","IT Services",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"615",NA,3.3,NA,"Danbury","CT","51-200","IT Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","Vanda",2.4,"$68k-$105k","Washington","DC","51-200","Biotech & Pharmaceuticals",1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0
"617","ProKarma",4,"$119k-$174k","Seattle","WA","1001-5000","IT Services",1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
"618","IBM",3.5,"$101k-$146k","Denver","CO","10000+",NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
"619","Zillow",4.3,"$121k-$169k","San Francisco","CA","1001-5000","Real Estate",0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"620","Tavant Technologies Inc",3.7,"$104k-$151k","Santa Clara","CA","1001-5000","IT Services",1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0
"621","Amazon Web Services, Inc.",3.6,"$112k-$162k","New York","NY","10000+",NA,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"622","Mattel",3.2,"$103k-$151k","El Segundo","CA","10000+","Consumer Products Manufacturing",1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"623","Google",4.4,"$105k-$159k","Boulder","CO","10000+","Internet",1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
"624","CALIBRE",3.7,"$90k-$135k","Alexandria","VA","501-1000","IT Services",0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"625","Dia&Co",3.4,"$83k-$133k","New York","NY","51-200","Other Retail Stores",1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
